Accuratezza_Ada,Accuratezza_SVM,Accuratezza_Random_forest,Accuratezza_Decision_tree,G3,Number_row,Number_class
0.20588235294117646,0.14705882352941177,0.17647058823529413,0.11764705882352941,0.47058823529411764,15,3
0.08823529411764706,0.16176470588235295,0.10294117647058823,0.14705882352941177,0.4852941176470588,34,3
0.10784313725490197,0.1568627450980392,0.0784313725490196,0.08823529411764706,0.5098039215686274,30,3
0.14814814814814814,0.17037037037037037,0.11851851851851852,0.16296296296296298,0.5185185185185185,68,3
0.13609467455621302,0.13609467455621302,0.11834319526627218,0.1301775147928994,0.46153846153846156,45,3
0.1330049261083744,0.1625615763546798,0.09359605911330049,0.1330049261083744,0.4729064039408867,102,3
0.15611814345991562,0.15611814345991562,0.1350210970464135,0.1518987341772152,0.46835443037974683,60,3
0.15555555555555556,0.15185185185185185,0.1111111111111111,0.13703703703703704,0.46296296296296297,135,3
0.17105263157894737,0.18092105263157895,0.13815789473684212,0.14473684210526316,0.506578947368421,75,3
0.16568047337278108,0.22189349112426035,0.13609467455621302,0.14792899408284024,0.45857988165680474,169,3
0.15053763440860216,0.1693548387096774,0.15053763440860216,0.17204301075268819,0.49193548387096775,90,3
0.1654320987654321,0.1728395061728395,0.10123456790123457,0.1111111111111111,0.4691358024691358,203,3
0.1776765375854214,0.19362186788154898,0.11617312072892938,0.13895216400911162,0.48519362186788156,105,3
0.1331923890063425,0.16913319238900634,0.1331923890063425,0.13107822410147993,0.4608879492600423,237,3
